#6f0c06,#c6b6da,#2fdfae,#0cd2df,#077e85
#95a573,#627a47,#bfa78e,#9f8b6e,#76603f
#caeefc,#ffffb0,#d1fef0,#ff6ab5,#fe0081
#ffe4e4,#ec9191,#fb4545,#b80d0d,#ffffff
#eeeeee,#595959,#010101,#272680,#e80c41
#ffc22f,#ffde76,#fff3a9,#fffdd8,#fffbfb
#151e3f,#030027,#f2f3d9,#dc9e82,#c16e70
#d9ffd0,#c0f9ba,#d6f5e3,#9ee5b8,#d9f0c9
#ff4d00,#ff0000,#3cff00,#ffa700,#00c5ff
#bbeeee,#bbbbee,#f8b195,#008080,#f9f7f7
#034412,#00608e,#3e5ce6,#4025bc,#411076
#fabbff,#f7a2f5,#fc93ff,#ff75fc,#fe5af2
#ffffff,#c6dbeb,#b3adc0,#396975,#5f4f3d
#0c1e2f,#0b332e,#330f0f,#8f596b,#d2af58
#ffe1e1,#ffbfbf,#ffa9a9,#ff9494,#ff7e7e
#000000,#0e402d,#295135,#5a6650,#9fcc2e
#8f190e,#9a2f26,#002e4f,#194260,#bac6cf
#7673c2,#c273bf,#c29c73,#bbbbbb,#000000
#313131,#f2d2d2,#db8989,#f4f1f1,#631f2c
#2d5130,#69a3c5,#e9b903,#b26130,#010905
#eeeeee,#dddddd,#ff005a,#ff3773,#ff004d
#fff7da,#ffbc91,#2bcdb1,#097b90,#134b86
#191a1c,#150a07,#faf7f0,#d9d9d7,#9b0228
#cc3b38,#ed4c64,#ea6a63,#f59f67,#e76e3f
#a8a951,#a2ac53,#99ac53,#8cac53,#83ac53
#235347,#fda50f,#432a82,#5636a7,#371f54
#e4d2ac,#d0e4ac,#e4acd0,#bface4,#ffffff
#fcf5e4,#fffdfb,#bad6a9,#b8431b,#e3e3e3
#de8383,#70b96c,#fff892,#8584cc,#8e578d
#d1ecea,#b0eee6,#a8ecdc,#abd0cd,#91d5d6
#e965f9,#fee4f0,#21011a,#d5a1fb,#fda7b5
#ff0000,#ffffff,#000000,#85563c,#c38462
#6f9998,#eda478,#f0c05c,#f1e9dd,#90492b
#f4b75f,#1b3f87,#8ea15e,#bfbbc3,#2c4444
#1b1714,#583831,#b87a44,#c7a37c,#ccc1b6
#a7ba85,#f4f9a7,#8fb671,#d2afa8,#d4d1b1
#d3948f,#c8a685,#c01313,#77d971,#723636
#11394c,#84a6b3,#9ac383,#cf9a9d,#f94a02
#4ab484,#c99a8e,#af3b47,#47cb66,#c4b56c
#4c2c59,#753f9c,#8c4a9a,#9d82bc,#d2c1d9
#964400,#ffcc01,#ffb302,#1b3838,#000000
#ff1919,#ff3232,#ff4c4c,#ff6666,#ff7f7f
#353839,#232b2b,#1a1110,#000000,#483c32
#b69471,#936a38,#c9bb9a,#f4eebb,#2e2419
#babec2,#293545,#324053,#34445f,#95989a
#fff6ac,#91e2ce,#ffe8e8,#00bbb3,#99a1f7
#ddacac,#d7a08c,#9e0303,#bbbbbb,#aaaaaa
#fffcfc,#344b28,#648b55,#8213b4,#81106b
#81177a,#5b093a,#6a5ec2,#653da1,#8043cb
#ffd31b,#fbe76d,#ae2153,#4b230d,#000000
#fbfbf4,#f9f9f1,#f2f1e9,#e3e3de,#d8d8cf
#191970,#1f305e,#082567,#367588,#007fff
#b3bc82,#98ae9e,#0c0406,#c5d196,#6b3a2b
#32256e,#372a84,#4e32a7,#6c3cb8,#844cb9
#efbee4,#f972b9,#bbffdd,#b2b8f9,#a80e9d
#a8c59e,#736e7a,#54647c,#90c6be,#309dc5
#e5afaf,#e5baaf,#e5c5af,#e5caaf,#e5d0af
#3b5998,#00acee,#35465c,#ff0000,#fffc00
#7f0000,#660000,#4c0000,#330000,#190000
#4e2a84,#6c3082,#702963,#301934,#72246c
#def6f6,#f6dfae,#796161,#616161,#616179
#706557,#cbc2b6,#f8f7f4,#332b21,#a09689
#8a6b27,#76883e,#30b729,#17f1bb,#15daf1
#ffd539,#ffc900,#ffaf00,#fc891d,#ff6315
#1e8e90,#178385,#0b7a7c,#077678,#067072
#ff0000,#e50000,#cc0000,#b20000,#990000
#f09e33,#062249,#a7231f,#113c21,#564747
#8ee80e,#6bc737,#48a660,#258589,#0064b2
#ed2939,#a91101,#660000,#8b0000,#e62020
#c67b52,#e4ae83,#adc0ce,#7a3722,#ddb2a0
#2596be,#ee603d,#073355,#efd1cb,#e54427
#dcffd3,#ffd3fa,#d9fff6,#ffcbcb,#ffe2c0
#f4f1cf,#f2eec3,#eee9b6,#e7e2ad,#e1dca6
#ffb429,#ff8100,#edb05c,#ff6816,#aaaaaa
#012f0b,#016972,#7a0202,#e77f7f,#a365f2
#f8e7f9,#ffd8fe,#f5c4f9,#fca4ff,#f592fe
#b4f3c7,#f3b4e0,#767676,#d2ec9b,#d8c9f4
#c9ff00,#ff4799,#fbccdc,#ffffff,#000000
#e35e3c,#ba5889,#00bd59,#ffffff,#000000
#fe9d9d,#ff8888,#ff7272,#fc5f5f,#7fac7f
#eac0b3,#d49d81,#b46c53,#5580a0,#50697d
#0f4167,#5565ee,#191970,#441ba4,#280655
#e3fffc,#d5fbfc,#b8ffff,#93f9ff,#78eef5
#8368ed,#9f8af1,#cfb9f8,#9550e9,#e0dd63
#dbffe6,#bcfcd5,#9cefc1,#8deab2,#83e4aa
#837c70,#a3a092,#c9c8a7,#c7ac6c,#c3911a
#b2cbf6,#b9d0fa,#c9dcff,#d9e6fc,#e8f2fe
#5c779b,#ce8e4a,#974e2f,#b93d1a,#532315
#fd1111,#ff3e3e,#a10000,#ff2700,#ff004d
#6dd5ae,#bbdc86,#ffa56a,#ff7a72,#ff5865
#b8c8e0,#7899cc,#6d7ec8,#6070b5,#486c8a
#0000ff,#8000ff,#ff00ff,#ffc0cb,#ff0080
#98a2b2,#343b45,#7ca37c,#579897,#d8984e
#aed0e5,#cec198,#fbeab7,#27305c,#f6e9c8
#e56119,#af9ab6,#f4c34d,#5b4b74,#fbd5cb
#ffffff,#fff5f5,#ffe9e9,#fedddd,#fed0d0
#9d866e,#56493b,#7a7c74,#3b3b3c,#2b2824
#7475b8,#7071b2,#6c6db2,#6869ae,#6364ab
#d8d6ff,#abcfff,#83aaff,#6b92fb,#3284f6
#eda5a5,#f19393,#e29292,#e48585,#d57373
#b4d889,#3dbfc9,#8ba7f4,#d397f4,#b040c5
#343445,#dfa6b2,#9c83a9,#a1c3c7,#c3a280
#ff0000,#ff8000,#ffff00,#00ff00,#00ffff
#f2ede2,#ffffff,#e2b8c1,#e7dddf,#333333
#bb6c2f,#b75407,#cf7900,#b36000,#d77300
#829db7,#b3c1fa,#e49ceb,#f8aabc,#fcb7d5
#dbb5aa,#dbb6ab,#d5cb83,#b1c8a7,#b1caa6
#c55444,#e0671b,#313035,#c12c02,#b93806
#f5aaaa,#fff3f3,#c8bcbc,#cadde2,#9fb1b9
#eee4e3,#ffe1fb,#f4cbe9,#e58eae,#ce6583
#065190,#4a3af2,#0b38cf,#4de2f8,#340973
#c584fd,#f990aa,#fda385,#fdca7c,#fff487
#526950,#ddc477,#e2b8c1,#fafbed,#333333
#838c5a,#626240,#494d2e,#2b2c1c,#100c10
#a01313,#750606,#600419,#460e0e,#120000
#e5d0bb,#e5ccbb,#e5c8bb,#e5c3bb,#e5bdbb
#31dde1,#69489f,#64dbae,#678292,#333476
#69b74e,#82d764,#c8d384,#d76c6c,#c44141
#d7947d,#c38770,#9a5e49,#8a4a3e,#664643
#272925,#ccb279,#1e1e1e,#8b8168,#5b752c
#ffe9ce,#fbfdd6,#d0f9b7,#93f4ca,#8ec3f4
#557a5a,#559469,#2b6753,#658d72,#319a5e
#054384,#fffed0,#020077,#fffcd3,#1412aa
#494c7d,#b3617b,#9bb797,#5c9a95,#d0ceac
#743232,#763535,#722a2a,#470e0e,#200101
#080518,#523af5,#2e94fa,#f5a52c,#fdfcfc
#d8a384,#74896e,#7e8424,#c05075,#b092ae
#fafdfa,#5adeb9,#3bce66,#668043,#63613b
#d7baba,#a99e84,#c6b792,#adada8,#0a181f
#95d800,#ea4921,#626cbd,#941ab4,#bf5c5c
#ccff00,#d5ff5c,#e0ff87,#efffc0,#faffde
#912d69,#b99bb7,#877c83,#d49ab2,#b0454b
#9e839c,#d5abbc,#a08e99,#635b68,#57545b
#f0e7d2,#fffefe,#184d1c,#67451b,#ae4309
#d9a121,#efd47b,#efceb2,#81a8b8,#023252
#503a57,#674821,#583227,#433e49,#726720
#f4eed4,#c39652,#3e4f26,#c35353,#fbe1cb
#929292,#272727,#1a1a1a,#80ee00,#047200
#342c55,#717fb6,#9f3653,#bbbbbb,#aaaaaa
#000998,#a60000,#eedb56,#bbe0e8,#dfdfdf
#ff821a,#15ff00,#ffc4a4,#9bdbdd,#d0d0d0
#b5fdbb,#fdd5be,#87fcc5,#bcfd99,#dafcc8
#ff0404,#ffd500,#0eff00,#007dff,#6a00ff
#d7a964,#ae5b53,#dfd9cc,#3e5735,#d0a7a4
#aededf,#fffcfc,#b66b1e,#513416,#7da2a5
#f4eee6,#caf0e0,#d22e2e,#b1c184,#6f2410
#060928,#171b42,#272951,#453d65,#5d4a65
#ff4000,#ff6d00,#ff9a00,#ffc700,#fff400
#aa0000,#c9b04a,#f12384,#75641a,#cecece
#c4ab3a,#507424,#92a131,#da8d7c,#a1db8f
#ff0000,#04006f,#00ffec,#ff79a2,#fff62e
#fbe8d9,#b1ee2e,#f6e883,#db110d,#97f377
#bab8b4,#41a48e,#016f9b,#325b7e,#3d575c
#181818,#f7ff7e,#6ce5ff,#ffd4c2,#ff4747
#f0c200,#c99800,#785500,#513900,#0d0b00
#f4d9cb,#acd9d4,#fad2db,#ceddf9,#bae5dd
#c1571e,#a96c39,#c37306,#9c6537,#f29313
#050b20,#09172f,#10263a,#203a49,#3b4d4a
#000000,#cecece,#292670,#bd2121,#cfb33b
#7e5428,#755133,#541c12,#d1b463,#c5ca62
#acc6c9,#acd9d4,#355469,#4d8f8d,#aaaaaa
#fdd39b,#fb6d25,#fda65f,#fbcf6e,#fca718
#edced3,#ca5367,#86273f,#5b1732,#1a111b
#536345,#4f6345,#4b6345,#456349,#456350
#f1f1f3,#f3ead8,#fbf0d6,#efe9df,#e9f0f4
#fb7b4f,#f43fe3,#fd962d,#02dfce,#fdc166
#86a25d,#87ab51,#8c9c73,#6e8152,#759c3c
#5a4baa,#90b886,#7ea555,#697989,#8eb191
#f5aaaa,#eee9e9,#c8bcbc,#cadde2,#9fb1b9
#ff8927,#ffa256,#ffbe89,#ffd2ad,#ffe6d1
#afe2fe,#cdfffd,#84bde4,#eaf7f7,#b7d8ef
#ffec2d,#36ff94,#ff4ff8,#ff00a7,#ccff5a
#4b7a41,#517a41,#5a7a41,#637a41,#6e7a41
#dbced3,#dfdace,#c9cbcc,#babdc1,#bfb6af
#d97d26,#d8904c,#c37c39,#d8764c,#d8684c
#feb4ff,#efb2f6,#e5adf9,#d9adff,#d2a8ff
#d21d2c,#ce7a17,#cf4419,#bf1f5f,#a89934
#bbeeee,#bbbbee,#f8b195,#008080,#aaaaaa
#d0ff9a,#fffcad,#a4c991,#b4bf79,#9db288
#fbffe3,#d7cbaf,#fbffcb,#dbdfc3,#ebefd3
#d2e6cd,#86bbac,#497f76,#466374,#26323b
#815a75,#8b627f,#9c607b,#ab778c,#ae7f92
#e7d6df,#dfd0d7,#d4c9d3,#cbbbcc,#c5b5c5
#934491,#9f549d,#b05aac,#946ab2,#9f4580
#47ffcc,#fff05a,#ff7d51,#ffd39c,#ff9f9f
#9c6d6d,#946c67,#8d6767,#895d65,#7e5463
#37383b,#8a8d86,#88350b,#323033,#4c7225
#bdd1d0,#f3b133,#fb4932,#92be85,#f76c0b
#b1d0ca,#bbbbbb,#55b6a3,#370951,#414141
#072a42,#39224f,#0a767f,#2c5677,#6cebf7
#c0a368,#856635,#a45c24,#5d4521,#2e2211
#787a9c,#737592,#646789,#5a5889,#5c507c
#2ca2c5,#a4a3e4,#8ce196,#b497eb,#22d5c0
#52708c,#b64756,#6d0618,#d13116,#91a7b8
#96b7d6,#87b3ce,#8ca8c7,#a6abe7,#baa3d8
#ff9a00,#63ffbc,#ef6dff,#ff6bb6,#ff4000
#f3e411,#f28bba,#1bae56,#d3602a,#5fc6d8
#795e50,#d8beb2,#cccccc,#bbbbbb,#aaaaaa
#13a9c2,#0934ce,#1071c8,#19bda2,#453b9c
#c63c5e,#4356a3,#3a95a7,#b4ba64,#c6abce
#ffd6e6,#febbd7,#f7accc,#b0e0b7,#acd3b2
#248d7b,#338379,#33786c,#2c7467,#2a6b60
#3ece41,#c26a2d,#b7d34b,#30cab2,#d13274
#ffffb2,#e5ffc7,#d4ffdd,#cffff0,#d5fffb
#ff9292,#ff74c8,#ff65ba,#d845ff,#b142ff
#c1aeb4,#9c5b63,#984548,#743535,#47363c
#5e7e50,#f76b31,#5a5b7a,#fb8689,#fa9f36
#ad8e85,#b7978e,#c1a198,#cbaba2,#776464
#eceef7,#d9ddf3,#bcc3f0,#aeabdd,#fefefe
#e3ffbf,#d2ff9a,#c7ff80,#b2ff51,#92ff09
#b1b282,#5d6b51,#649e43,#1d4d13,#40572e
#cefeff,#c7fbff,#cdf4ff,#c0eeff,#c8e7ff
#582931,#843f20,#3d2217,#703d5c,#2b2d20
#ff0081,#ff339a,#ff75bb,#ffa4d2,#ffcae5
#ffc12b,#eea110,#ecd781,#378725,#d0965b
#fbdcdd,#f9d7d8,#eec7c7,#eababa,#e5b5b2
#838d27,#f46a30,#81c99e,#f4767a,#feed48
#f4bbb0,#f7cec6,#f4beb5,#dc9697,#efb9b3
#ffc022,#abcc06,#371802,#693f03,#9a5c05
#f7c0d2,#ef779d,#e83d73,#b61547,#740d2e
#e7c0a3,#ae6d46,#e59b4a,#60603d,#47472f
#ece6ff,#dbd0fd,#d7c3ff,#d4beff,#d1b5ff
#91b491,#bfafdd,#ec8212,#89c7bc,#f6bebd
#dfbb29,#317232,#5d8aac,#c35801,#cd868a
#e59cff,#e978ff,#ff7f54,#ff996d,#ffad92
#bfd8d2,#fab959,#ffb29e,#4c9696,#aaaaaa
#c8c7ea,#c4c2ea,#babbea,#b8b5e1,#aaabd6
#fcf8f9,#f9f8ee,#efa8cd,#9ebed9,#2e2615
#b23f5d,#c04b69,#c75e7a,#cc6b85,#772a3e
#fecae9,#fe78c9,#fe27a9,#cb007b,#82004e
#008000,#00ffff,#0000ff,#4b0082,#800080
#e1eeff,#d6e1ff,#c9d7ff,#bcc5f6,#b1beff
#586903,#abcc06,#06abcc,#cc06ab,#2706cc
#fdfcfa,#fdf9f0,#ffffff,#333333,#000000
#ff3a3a,#ab0000,#ffecec,#b02f2f,#ffb4b4
#bfa1e8,#e0321a,#c0d1a6,#eaa620,#aaaaaa
#eaf6cf,#e4f6b0,#d9f2ad,#c8e1a4,#b8d496
#a68268,#d8ead2,#554a38,#8b8174,#b0d2ad
#867874,#44273c,#405263,#495e72,#703929
#dccaed,#b38dd9,#8a50c4,#613092,#452268
#800000,#ff0000,#ffa500,#ffff00,#00ff00
#4fae8a,#59c5a7,#89f0de,#ffd1dd,#ffa7ea
#ec7014,#f6a437,#ffd366,#758a9b,#b0b0b0
#586903,#d15431,#b73a18,#a33415,#3d1308
#ffd5b2,#ffbaa3,#ff9494,#ff8383,#ff6363
#a6cfac,#7686a0,#d73009,#bbbbbb,#aaaaaa
#dd4124,#fa7268,#019875,#194b46,#efcfc4
#e2fff4,#b6ffe4,#8bffd4,#4fffbe,#00ffa0
#b9baaf,#ada6af,#a6a1a2,#8c8f8e,#7e7d82
#88ddff,#96aa71,#fff846,#dd9966,#7b3323
#f0dcb6,#fbf0ce,#e5f9f5,#9ee9ff,#85cbff
#ffd8d8,#feffeb,#d3e3da,#99c9c8,#cbe5cc
#0f0008,#2d001d,#4b0022,#900048,#f00091
#ddc477,#e2b8c1,#333333,#f9f092,#526950
#aa00ff,#9600ff,#6f00ff,#5512fb,#3c00ff
#019875,#194b46,#ba2644,#4c072c,#ffcecc
#24291e,#4e1131,#d78592,#d58d00,#c85817
#fea600,#c17900,#fffad5,#b6d1df,#105b63
#1e3b46,#26a892,#bccfd2,#d8c6b2,#634014
#f3a16e,#f59254,#e8864a,#e67b39,#e66f25
#690c0c,#9f7f1c,#5a472f,#9a9595,#4c5583
#591c69,#af6833,#6d3817,#cdb189,#d8d6db
#ffccf5,#eacdff,#d5cfff,#d3dfff,#caf0ff
#731d91,#457045,#b3ac64,#734c32,#43072b
#f5df4d,#d4ab31,#3e295c,#019875,#194b46
#faf0eb,#fff5ee,#eeeeee,#ffefdb,#aaaaaa
#edd8bc,#b9812f,#4b0022,#6b0b51,#46197e
#eeece5,#d5ccbd,#6b7c8e,#6f5849,#afafac
#ab9896,#dddddd,#cccccc,#bbbbbb,#aaaaaa
#ff0000,#ffce00,#00abff,#5600ff,#ff00e7
#037aad,#e0bc34,#c98125,#000000,#ffffff
#e2d9b3,#c9dcaf,#e2cd6d,#e86f68,#92b080
#ffde1a,#ffce00,#ffa700,#ff8d00,#ff7400
#928f91,#f4c8c8,#fffac9,#d9f8f9,#d5ffd3
#68dcc5,#070c72,#ea69a8,#be9522,#e42d91
#f2e6e6,#edebdf,#fffaf0,#fffff0,#eeeee0
#54838b,#eeebe7,#e18831,#e9ae99,#d63e10
#0040ff,#0080ff,#00b0ff,#40c0ff,#70c0ff
#f9f3ec,#8c0004,#c8000a,#e8a735,#e2c499
#f3ecf7,#e8d5f3,#dcbcf0,#c7abdd,#ffffff
#60bbff,#55ff4f,#ff5151,#e8ff6f,#ff65e1
#d76736,#8fb0a9,#fbd266,#494a4d,#83b799
#214185,#375490,#4a67a3,#979c6d,#b8bf7f
#fbd0c2,#fdcab9,#ffc3c3,#f6c4c4,#f2bcc4
#b3f4fb,#cffdef,#fceec2,#fad2cf,#e6cdfb
#ff57bb,#9758da,#428fdd,#5e8c61,#8cb369
#44342c,#372d27,#322b25,#2c2721,#3c312a
#52ab61,#387e4f,#003c26,#ffffff,#000000
#f9f3ec,#d24136,#eb8a3e,#ebb582,#785a46
#e8eff1,#d6ebef,#bce8f0,#abd3dd,#ffffff
#fbfbfb,#f2973b,#32425e,#31575c,#2f2f2f
#d1f6f4,#c5f2cd,#f9caca,#eadbf6,#fff2c8
#e0e6ec,#91bce3,#3d7eec,#144aa5,#ffffff
#c3d0df,#adc3d0,#a6bdce,#a7b4cc,#a3b0cc
#c73511,#fdfaea,#f2b26e,#f37f8c,#d3ed3f
#c4ffac,#85dfcf,#ffa700,#fbb3ff,#feffa6
#844fb0,#7984d4,#f6fffc,#c9daf2,#a3c0e7
#c1e6f7,#55b6f9,#14005e,#160033,#290038
#f9f3ec,#7897d8,#ffdb5c,#fa6e59,#f8a055
#eafcf1,#d7f5e3,#bcf0d1,#abddc9,#ffffff
#bfd7c2,#b0ccb2,#a0c29e,#99c09d,#85b18e
#492644,#6b3763,#f2f2f2,#6a696a,#1a1a1a
#33549a,#345aab,#3d69c5,#adbddf,#d1daee
#0c1559,#98ff6e,#08e8de,#ffff33,#fbefb7
#e1d3b1,#fbfbfb,#424242,#6a5e72,#e8eaeb
#9d4409,#eb5919,#c6cf5d,#e6e4da,#e1bd8d
#c9c9c9,#3c3c3c,#1e1e1e,#bbbbbb,#aaaaaa
#e455a3,#964086,#e89e88,#0c96dc,#7d5dc0
#ee693f,#f69454,#fcfdfe,#739f3d,#f9f3ec
#fffdeb,#fef9d6,#f0eabc,#e8db98,#ffffff
#ff0000,#0000ff,#ffff00,#000000,#ffffff
#ffcece,#ffe4c3,#ffffc7,#e2ffd0,#e7d0ff
#b9eee0,#fe5139,#eb8b37,#f9e8d8,#0b0a0a
#d0a672,#4d1e09,#e55c5c,#ebf2c9,#061976
#140000,#cc0000,#ffc125,#ffc0cb,#9999d0
#5d87a1,#9dcc99,#e8c119,#ffffff,#c6d7e1
#ae5959,#dab9ea,#40e0d0,#1aa780,#117c6f
#506345,#634832,#948c5a,#736785,#d6d1bf
#f9f3ec,#feb35d,#73914f,#f6c0ad,#ee5455
#fcf1e8,#f9e5d5,#f0d0bc,#ddb9ab,#ffffff
#ffdb00,#ffea20,#e1e318,#b4d024,#8ab412
#2564d0,#c1ea2a,#42d07e,#e52690,#8030e7
#8b0a50,#a30c5e,#730842,#9d115c,#981e4e
#1189f3,#e7def9,#3e49a5,#4bd3d8,#eeb9fe
#1f56b4,#0f809f,#149a83,#24b460,#73cc65
#ffec6e,#f27963,#1cbdba,#553359,#aaaaaa
#ae5959,#dab9ea,#b7e3a2,#17bb86,#117c6f
#8dc03f,#dddddd,#cccccc,#bbbbbb,#aaaaaa
#b6d9b8,#eff2bd,#f1b8be,#bb5698,#ffffff
#f9f5f5,#f8edeb,#f0bcc9,#ddabc3,#ffffff
#ffe234,#fff05e,#f2fff0,#c3f5f9,#aee4ec
#06045e,#309780,#f2948c,#fce3d6,#aaaaaa
#ced822,#2f0011,#57894f,#b46746,#7a244f
#fbb717,#d5e120,#75e5d2,#0c8d8a,#ab1350
#773aff,#9547ff,#c35cff,#e062ff,#ff6bf8
#b87a7a,#34d0a5,#deee5b,#c37ed0,#7ca8e5
#630f24,#d3a6b1,#f2dede,#98aba7,#6e8587
#ae5959,#dab9ea,#b7e3a2,#3feed8,#258e81
#eeeeee,#03361b,#01011a,#f2b727,#156f7c
#004ac7,#8b24d4,#e63ffb,#f98c42,#ffbd1e
#ff8400,#042f64,#7ac6f6,#bdd0db,#ffffff
#4e4439,#313787,#e1ad8a,#fcdc00,#b3b9af
#6225d1,#6400ff,#5900ff,#5852ff,#584563
#6f0c06,#c6b6da,#b7e3a2,#0aaeb8,#06686e
#37d8f0,#f029d7,#e75ef5,#e64fcb,#6d14cc
#f3c486,#fff2cd,#3f97e8,#56d6e8,#f1d7fd
#07693a,#4d8b26,#54ab28,#74d47b,#6f5c5c
#ffdffc,#ffd8f2,#fddada,#ffe1dc,#fff1e0
#e8aa38,#666698,#76a6b6,#bbbbbb,#aaaaaa
#5900b3,#b3005a,#00b359,#00b3b3,#5ab300
#90a962,#b4b179,#8a7e51,#3a4222,#938f98
#bde6ea,#a2c1ec,#c195df,#db96d1,#f695c6
#fdfdfd,#fbfbfb,#f9f9f9,#f6f6f6,#f2f2f2
#d6ccd2,#d2c2cd,#c5b6bd,#bfb3bb,#baa7b3
#153043,#051c2c,#31485c,#264963,#aaaaaa
#00b6b0,#a8c6f9,#f6adad,#fffcb6,#ffbba0
#1f295a,#5b2d83,#b6b6b6,#ffffff,#a55503
#ffffff,#000000,#00339a,#ffc627,#0afff9
#f0f8ff,#5f9ea0,#6495ed,#f08080,#ff8c00
#fffbf2,#ffda98,#ff8e4c,#a04e00,#360600
#a77e5d,#e1cd9e,#a6a78c,#839082,#939ba5
#eab102,#e1aa00,#dba500,#d29f00,#cc9a00
#db6e00,#d65600,#d23500,#bd0039,#960044
#f0ecff,#f1eaff,#eae7ff,#e7e0ff,#e7dbff
#010101,#271d0e,#dec99c,#38053d,#34394c
#e19e1e,#964613,#b89694,#9daaa2,#718e88
#ffdb47,#ffea94,#fff6d1,#ffa4a9,#b0c2ff
#fe58ff,#eef02c,#2afaff,#ffbf44,#e99efd
#de0606,#007fd7,#3f3f3f,#ac0202,#e2e2e2
#d9a779,#cc8a4c,#b25600,#663100,#e86856
#903548,#c63254,#ec6449,#f9994b,#fbcb5a
#ffc72c,#da291c,#ffcb00,#ed1c16,#f30021
#8a2e5f,#bf99a2,#8eb547,#840606,#81d2e2
#070707,#10100f,#2e1a0b,#e6bb1a,#f1efef
#3d4049,#686676,#624b34,#312e35,#191a24
#d7f4ff,#ffffff,#95e2ff,#000000,#ddb554
#016081,#faa916,#cc2936,#7c878d,#094064
#ff0000,#dd7777,#75a375,#008000,#f2f2f2
#c63254,#ec6449,#f9994b,#fbcb5a,#2aa2a3
#00619c,#006393,#00629b,#006da6,#00609c
#d51913,#ffcb00,#ff5900,#cccccc,#e2552b
#daf4f0,#b6dcdd,#93cec3,#58b6a6,#1aa780
#d3b665,#79886a,#f3d8b3,#e8afaf,#cad3f7
#1b1e17,#515949,#7d8572,#c5ceb4,#78a0cf
#ffd732,#ffe57c,#ffefab,#875933,#c13636
#11a6d9,#24b912,#d99c9c,#e0d3b0,#9d9797
#bababa,#f78db6,#877467,#555354,#264b60
#cb0525,#f90000,#fee745,#3a20cc,#00006f
#0f0700,#693c0f,#c96b0d,#9f6e10,#d6b46c
#bf6529,#3ba547,#b7dcff,#632b2b,#b869a5
#535a35,#9bab86,#a58650,#924764,#6f8ea9
#ffffff,#fff404,#5d92ff,#00abff,#0152ff
#2c2315,#392c1a,#d5b07b,#6a2121,#c4c4c4
#a90f0b,#6d2607,#392a1e,#6d633b,#818160
#e0f3fb,#ffffff,#b1abee,#9de1fb,#eec7e8
#ff698f,#ff82c7,#d68fff,#9a8aff,#7686ff
#0a4b00,#dd9234,#fbdddd,#96a1a3,#ffebfe
#fffef0,#e3d7c8,#bfbfb2,#8b948b,#907f76
#b48352,#c93356,#f2bd80,#a3cf84,#6c8976
#575d54,#8f9284,#a2a497,#f3f3ef,#0f2f2a
#000000,#49a9bf,#d70a11,#00cfff,#ff0009
#a6a78c,#778d45,#82987d,#a14b58,#766273
#b38850,#9ebecf,#edddca,#1e1a1a,#544b4b
#50b8ba,#9a33ae,#000000,#2da2db,#dd5089
#ffe7df,#fffbd6,#e5ffcd,#d3fafb,#cce7ff
#89789a,#55313b,#999069,#7a643f,#75675a
#9ca6ab,#9eaab0,#a2b0b6,#a6b4ba,#abb9bf
#d4d6a0,#aeb643,#c2c963,#79782e,#ededd3
#77615a,#28221d,#caa19c,#ddbebb,#bf171f
#778d45,#6b8f94,#766273,#9ba5bd,#d6ae7f
#9ba9a7,#9ba4a9,#9ba0a7,#999ba7,#9c97a5
